Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
Current time: 2020-08-17_15-22-39-315009
2020-08-17 22-33-04-440813 3286 25850009 275 47.73 26108 27.13
2020-08-17 22-33-07-989451 3287 25853560 318 57.28 26115 26.91
2020-08-17 22-33-08-420311 3288 25853992 167 28.76 26121 27.34
2020-08-17 22-33-11-648152 3289 25857223 161 27.93 26129 27.13
2020-08-17 22-33-34-217617 3290 25879812 399 87.30 26144 27.34
2020-08-17 22-33-35-872289 3291 25881467 225 38.48 26151 26.91
2020-08-17 22-33-36-822026 3292 25882419 192 32.67 26157 26.70
2020-08-17 22-33-44-608199 3293 25890210 176 30.09 26166 27.02
2020-08-17 22-33-50-576680 3294 25896185 56 16.76 26174 27.34
2020-08-17 22-34-22-080930 3295 25927714 487 132.65 26185 27.13
2020-08-17 22-34-23-520520 3296 25929157 115 23.18 26192 27.13
2020-08-17 22-34-28-143476 3297 25933784 319 57.64 26201 26.70
2020-08-17 22-34-29-431648 3298 25935072 49 15.48 26207 26.70
2020-08-17 22-34-33-970280 3299 25939616 291 50.97 26214 27.13
2020-08-17 22-34-37-320038 3300 25942969 286 49.78 26221 26.91
2020-08-17 22-35-20-567463 3301 25986253 355 68.30 26239 27.13
2020-08-17 22-35-26-260750 3302 25991952 195 33.17 26245 26.91
2020-08-17 22-35-30-492820 3303 25996187 159 27.66 26253 27.13
2020-08-17 22-35-31-747912 3304 25997444 216 36.85 26259 27.13
2020-08-17 22-35-53-988602 3305 26019703 211 35.96 26269 26.70
2020-08-17 22-36-03-065079 3306 26028788 255 43.96 26277 26.91
2020-08-17 22-36-24-901394 3307 26050643 167 28.76 26296 26.70
2020-08-17 22-36-26-137276 3308 26051880 224 38.29 26303 26.91
2020-08-17 22-36-27-946557 3309 26053691 451 113.08 26309 26.70
2020-08-17 22-36-47-395993 3310 26073158 131 24.54 26321 26.91
2020-08-17 22-36-56-333742 3311 26082103 352 66.89 26328 27.13
2020-08-17 22-36-59-715097 3312 26085488 184 31.36 26335 27.13
2020-08-17 22-37-15-270623 3313 26101056 432 101.61 26347 27.02
2020-08-17 22-37-17-078278 3314 26102865 207 35.26 26354 26.91
2020-08-17 22-37-25-651765 3315 26111448 335 61.77 26366 26.91
2020-08-17 22-38-09-885491 3316 26155718 220 37.58 26385 26.70
2020-08-17 22-38-12-364592 3317 26158199 184 31.36 26392 26.70
2020-08-17 22-38-19-246491 3318 26165088 231 39.55 26399 26.91
2020-08-17 22-38-27-148092 3319 26172996 511 149.39 26407 26.91
2020-08-17 22-38-33-828638 3320 26179684 70 18.93 26414 26.91
2020-08-17 22-38-38-735235 3321 26184594 179 30.55 26420 26.70
2020-08-17 22-38-49-260615 3322 26195128 280 48.67 26429 27.13
2020-08-17 22-39-01-085815 3323 26206964 252 43.42 26442 27.13
2020-08-17 22-39-02-646480 3324 26208526 280 48.67 26448 27.13
2020-08-17 22-39-54-839933 3325 26260764 176 30.09 26466 26.91
2020-08-17 22-39-59-717626 3326 26265648 97 21.75 26472 26.91
2020-08-17 22-40-09-203143 3327 26275140 167 28.76 26481 27.13
2020-08-17 22-40-24-528299 3328 26290479 280 48.67 26489 27.13
2020-08-17 22-40-31-904375 3329 26297862 227 38.83 26499 26.91
2020-08-17 22-40-36-077849 3330 26302039 224 38.29 26506 27.34
2020-08-17 22-40-36-645516 3331 26302607 227 38.83 26512 27.13
2020-08-17 22-40-37-137009 3332 26303098 227 38.83 26518 26.91
2020-08-17 22-40-39-599107 3333 26305563 121 23.66 26526 27.45
2020-08-17 22-40-46-196253 3334 26312165 160 27.80 26533 27.13
2020-08-17 22-40-53-348091 3335 26319324 254 43.77 26542 27.13
2020-08-17 22-41-13-718199 3336 26339712 259 44.69 26552 27.13
2020-08-17 22-41-25-087717 3337 26351090 316 56.81 26562 27.13
2020-08-17 22-41-25-428900 3338 26351432 207 35.26 26568 27.13
2020-08-17 22-41-33-741730 3339 26359752 179 30.55 26575 27.34
2020-08-17 22-41-48-687796 3340 26374711 188 32.01 26587 27.13
2020-08-17 22-41-52-403756 3341 26378429 487 132.65 26593 27.13
2020-08-17 22-41-54-226176 3342 26380255 192 32.67 26599 27.45
2020-08-17 22-41-56-167063 3343 26382196 238 40.82 26606 27.45
2020-08-17 22-41-57-375596 3344 26383407 255 43.96 26612 27.34
2020-08-17 22-42-07-614860 3345 26393655 184 31.36 26620 27.34
2020-08-17 22-42-19-149876 3346 26405199 304 53.73 26629 27.34
2020-08-17 22-42-24-542594 3347 26410597 216 36.85 26635 27.34
2020-08-17 22-42-50-436490 3348 26436513 252 43.42 26648 27.45
2020-08-17 22-43-10-144377 3349 26456240 60 17.43 26662 27.34
2020-08-17 22-43-17-096851 3350 26463197 352 66.89 26670 27.34
2020-08-17 22-43-23-044137 3351 26469149 236 40.44 26677 27.45
2020-08-17 22-43-25-570920 3352 26471678 387 81.05 26688 27.13
2020-08-17 22-43-43-846121 3353 26489969 275 47.73 26696 27.34
2020-08-17 22-44-01-916319 3354 26508055 239 41.02 26707 27.24
2020-08-17 22-44-08-659783 3355 26514804 204 34.73 26714 27.34
2020-08-17 22-44-22-197448 3356 26528354 152 26.78 26722 27.34
2020-08-17 22-44-22-255265 3357 26528411 332 61.17 26728 27.34
2020-08-17 22-44-24-944076 3358 26531102 199 33.86 26735 27.45
2020-08-17 22-44-56-368316 3359 26562554 147 26.19 26748 27.34
2020-08-17 22-44-56-501931 3360 26562689 80 20.14 26754 27.34
2020-08-17 22-45-20-364961 3361 26586572 88 20.96 26765 27.45
2020-08-17 22-45-20-705713 3362 26586912 185 31.51 26771 27.24
2020-08-17 22-45-23-298055 3363 26589507 163 28.20 26779 27.13
2020-08-17 22-45-23-590974 3364 26589801 150 26.54 26785 27.34
2020-08-17 22-45-27-560857 3365 26593774 110 22.78 26791 27.24
2020-08-17 22-45-34-077345 3366 26600296 152 26.78 26799 27.24
2020-08-17 22-45-34-503227 3367 26600722 224 38.29 26805 27.45
2020-08-17 22-45-43-583820 3368 26609810 403 88.99 26814 27.34
2020-08-17 22-45-45-254293 3369 26611482 512 144.44 26820 27.34
2020-08-17 22-45-47-306010 3370 26613537 80 20.14 26825 27.34
2020-08-17 22-46-03-413475 3371 26629656 540 166.11 26836 27.34
2020-08-17 22-47-00-355560 3372 26686648 131 24.54 26856 27.34
2020-08-17 22-47-04-309388 3373 26690606 198 33.69 26864 27.34
2020-08-17 22-47-12-938415 3374 26699243 71 19.06 26873 27.45
2020-08-17 22-47-23-182189 3375 26709494 195 33.17 26886 27.34
2020-08-17 22-47-33-416242 3376 26719737 192 32.67 26895 27.34
2020-08-17 22-47-38-594908 3377 26724921 224 38.29 26902 27.67
2020-08-17 22-47-47-693815 3378 26734027 248 42.69 26909 27.34
2020-08-17 22-47-48-053336 3379 26734387 188 32.01 26915 27.34
2020-08-17 22-47-56-666988 3380 26743008 417 95.20 26925 27.24
2020-08-17 22-48-05-352654 3381 26751702 220 37.58 26933 27.34
2020-08-17 22-48-05-648862 3382 26751997 167 28.76 26939 27.34
2020-08-17 22-48-29-734533 3383 26776103 387 81.05 26956 27.67
2020-08-17 22-48-33-079330 3384 26779452 216 36.85 26962 27.34
2020-08-17 22-48-49-523775 3385 26795911 204 34.73 26973 27.34
2020-08-17 22-49-13-385777 3386 26819793 304 53.73 26986 27.34
2020-08-17 22-49-18-562453 3387 26824974 295 51.75 26993 27.34
2020-08-17 22-49-21-785679 3388 26828199 255 43.96 27001 27.34
2020-08-17 22-49-31-578704 3389 26838001 255 43.96 27009 27.67
2020-08-17 22-49-35-516389 3390 26841943 184 31.36 27015 27.67
2020-08-17 22-49-41-913830 3391 26848345 135 24.92 27023 27.45
2020-08-17 22-49-43-061277 3392 26849494 167 28.76 27031 27.34
2020-08-17 22-49-52-368065 3393 26858807 543 164.77 27038 27.34
2020-08-17 22-49-57-131973 3394 26863577 217 37.04 27045 27.34
2020-08-17 22-50-02-523384 3395 26868972 137 25.12 27051 27.34
2020-08-17 22-50-03-644950 3396 26870095 184 31.36 27057 27.45
2020-08-17 22-50-09-401673 3397 26875856 300 52.79 27064 27.34
2020-08-17 22-50-12-978833 3398 26879436 211 35.96 27070 27.67
2020-08-17 22-50-27-583158 3399 26894055 56 16.76 27080 27.45
2020-08-17 22-50-37-263099 3400 26903741 440 109.25 27088 27.45
2020-08-17 22-50-37-397739 3401 26903877 167 28.76 27094 27.67
2020-08-17 22-50-49-376216 3402 26915866 287 50.23 27104 27.45
2020-08-17 22-50-54-005287 3403 26920499 284 49.41 27111 27.34
2020-08-17 22-50-55-428759 3404 26921923 188 32.01 27117 27.34
2020-08-17 22-50-57-955382 3405 26924452 339 62.98 27123 27.34
2020-08-17 22-50-59-309810 3406 26925809 92 21.32 27130 27.34
2020-08-17 22-51-23-802588 3407 26950321 455 117.03 27141 27.45
2020-08-17 22-51-38-559904 3408 26965091 255 43.96 27154 27.34
2020-08-17 22-52-01-314896 3409 26987867 88 20.96 27166 27.56
2020-08-17 22-52-11-655781 3410 26998215 227 38.83 27174 27.45
2020-08-17 22-52-18-249218 3411 27004814 140 25.42 27184 27.45
2020-08-17 22-52-22-412809 3412 27008982 184 31.36 27192 27.45
2020-08-17 22-52-24-662673 3413 27011234 211 35.96 27198 27.45
2020-08-17 22-52-27-586933 3414 27014161 206 35.07 27204 27.56
2020-08-17 22-52-29-472809 3415 27016046 510 148.47 27211 27.67
2020-08-17 22-53-16-135727 3416 27062751 207 35.26 27229 27.67
2020-08-17 22-53-30-264457 3417 27076891 224 38.29 27243 27.34
2020-08-17 22-53-43-727415 3418 27090366 344 64.67 27249 27.45
2020-08-17 22-53-44-441057 3419 27091081 287 50.23 27255 27.56
2020-08-17 22-53-50-623533 3420 27097268 176 30.09 27263 27.56
2020-08-17 22-53-54-495964 3421 27101145 207 35.26 27271 27.45
2020-08-17 22-53-56-906093 3422 27103556 238 40.82 27278 27.45
2020-08-17 22-53-59-791426 3423 27106445 423 97.36 27285 27.45
2020-08-17 22-53-59-869219 3424 27106521 271 46.93 27291 27.56
2020-08-17 22-54-08-488524 3425 27115148 152 26.78 27301 27.67
2020-08-17 22-54-11-103105 3426 27117765 371 73.82 27308 27.56
2020-08-17 22-54-23-058361 3427 27129731 188 32.01 27317 27.88
2020-08-17 22-54-28-125153 3428 27134802 207 35.26 27323 27.45
2020-08-17 22-54-33-714253 3429 27140397 192 32.67 27331 27.56
2020-08-17 22-54-46-024187 3430 27152715 384 80.08 27338 27.56
2020-08-17 22-54-56-030310 3431 27162731 152 26.78 27349 27.77
2020-08-17 22-54-57-011979 3432 27163713 167 28.76 27355 27.45
2020-08-17 22-55-07-547105 3433 27174258 173 29.64 27365 27.77
2020-08-17 22-55-18-907012 3434 27185627 295 51.75 27376 27.67
2020-08-17 22-55-40-855973 3435 27207595 142 25.64 27391 27.56
2020-08-17 22-55-42-371094 3436 27209111 268 46.26 27397 27.88
2020-08-17 22-55-48-196825 3437 27214942 209 35.61 27406 27.77
2020-08-17 22-56-13-630751 3438 27240397 352 66.89 27418 27.88
2020-08-17 22-56-16-201337 3439 27242970 248 42.69 27424 27.88
2020-08-17 22-56-23-681402 3440 27250456 275 47.73 27431 27.56
2020-08-17 22-56-24-917976 3441 27251694 216 36.85 27437 27.88
2020-08-17 22-56-38-754198 3442 27265542 220 37.58 27444 27.77
2020-08-17 22-56-47-041289 3443 27273836 160 27.80 27451 27.77
2020-08-17 22-56-57-510231 3444 27284315 195 33.17 27463 27.45
2020-08-17 22-57-22-824955 3445 27309650 231 39.55 27475 27.56
2020-08-17 22-57-29-493713 3446 27316326 204 34.73 27481 27.67
2020-08-17 22-57-32-119855 3447 27318953 216 36.85 27489 27.67
2020-08-17 22-57-57-988659 3448 27344844 231 39.55 27501 27.88
2020-08-17 22-58-03-478665 3449 27350339 231 39.55 27509 27.77
2020-08-17 22-58-24-181205 3450 27371060 255 43.96 27520 27.56
2020-08-17 22-58-33-793744 3451 27380680 161 27.93 27533 28.42
2020-08-17 22-58-40-768956 3452 27387661 120 23.58 27542 27.67
2020-08-17 22-58-44-892485 3453 27391788 280 48.67 27550 27.56
2020-08-17 22-58-49-269743 3454 27396169 199 33.86 27556 27.67
2020-08-17 22-59-05-261142 3455 27412174 216 36.85 27566 27.67
2020-08-17 22-59-05-982241 3456 27412896 153 26.90 27572 27.56
2020-08-17 22-59-13-047147 3457 27419967 307 54.48 27581 27.67
2020-08-17 22-59-14-164200 3458 27421083 451 113.08 27588 27.77
2020-08-17 22-59-26-631074 3459 27433563 255 43.96 27596 27.67
2020-08-17 22-59-32-412250 3460 27439348 227 38.83 27603 27.77
2020-08-17 22-59-35-519929 3461 27442458 152 26.78 27611 28.31
2020-08-17 22-59-37-625155 3462 27444567 71 19.06 27618 28.42
2020-08-17 22-59-41-151710 3463 27448095 238 40.82 27625 27.56
2020-08-17 22-59-49-906314 3464 27456857 167 28.76 27634 27.77
2020-08-17 22-59-53-935044 3465 27460891 94 21.50 27643 27.77
2020-08-17 23-00-11-420997 3466 27478390 177 30.25 27652 27.67
2020-08-17 23-00-11-490779 3467 27478460 176 30.09 27658 27.88
2020-08-17 23-00-31-801477 3468 27498787 241 41.39 27668 27.88
2020-08-17 23-00-36-712982 3469 27503705 143 25.74 27674 27.88
2020-08-17 23-00-46-568477 3470 27513568 300 52.79 27681 27.77
2020-08-17 23-00-51-135718 3471 27518140 224 38.29 27687 27.88
2020-08-17 23-00-59-692240 3472 27526703 227 38.83 27694 28.42
2020-08-17 23-01-07-249420 3473 27534266 319 57.64 27703 28.20
2020-08-17 23-01-20-577281 3474 27547606 224 38.29 27713 27.67
2020-08-17 23-01-26-363071 3475 27553370 120 23.58 27723 28.42
2020-08-17 23-01-26-375075 3476 27553380 112 22.94 27729 27.56
2020-08-17 23-01-27-039184 3477 27554073 167 28.76 27736 28.42
2020-08-17 23-01-31-940626 3478 27558978 224 38.29 27745 27.88
2020-08-17 23-01-36-048746 3479 27563090 217 37.04 27752 27.56
2020-08-17 23-01-50-233006 3480 27577286 319 57.64 27761 27.56
2020-08-17 23-01-53-338759 3481 27580394 216 36.85 27771 27.67
2020-08-17 23-01-54-318689 3482 27581376 284 49.41 27777 27.56
2020-08-17 23-02-11-025216 3483 27598096 263 45.37 27786 27.77
2020-08-17 23-02-16-218623 3484 27603295 241 41.39 27792 27.77
2020-08-17 23-02-18-526458 3485 27605605 289 50.47 27798 27.77
2020-08-17 23-02-34-154943 3486 27621245 323 58.48 27807 27.77
2020-08-17 23-02-37-081831 3487 27624175 241 41.39 27814 27.77
2020-08-17 23-02-45-016345 3488 27632116 291 50.97 27822 27.67
2020-08-17 23-02-46-553525 3489 27633656 56 16.76 27829 27.88
2020-08-17 23-02-48-433274 3490 27635510 192 32.67 27836 28.42
2020-08-17 23-02-48-445224 3491 27635518 113 23.02 27842 27.88
2020-08-17 23-03-04-796956 3492 27651914 252 43.42 27856 27.88
2020-08-17 23-03-05-758146 3493 27652876 344 64.67 27862 27.88
2020-08-17 23-03-22-042945 3494 27669174 198 33.69 27873 27.88
2020-08-17 23-03-24-569139 3495 27671703 127 24.18 27879 27.77
2020-08-17 23-03-26-952721 3496 27674088 120 23.58 27885 27.77
2020-08-17 23-03-35-296606 3497 27682440 204 34.73 27892 27.77
2020-08-17 23-03-38-263452 3498 27685409 184 31.36 27899 27.88
2020-08-17 23-03-38-595866 3499 27685741 179 30.55 27905 27.77
2020-08-17 23-03-49-314657 3500 27696470 179 30.55 27911 27.88
2020-08-17 23-04-02-564189 3501 27709730 174 29.79 27920 27.77
2020-08-17 23-04-06-495349 3502 27713666 231 39.55 27927 27.88
2020-08-17 23-04-09-796544 3503 27716970 92 21.32 27933 27.67
2020-08-17 23-04-24-928114 3504 27732113 384 80.08 27943 27.77
2020-08-17 23-04-37-286672 3505 27744483 192 32.67 27955 27.88
2020-08-17 23-04-39-877332 3506 27747076 188 32.01 27963 27.88
2020-08-17 23-04-42-744703 3507 27749945 273 47.25 27970 28.20
2020-08-17 23-04-44-690388 3508 27751892 368 72.93 27976 27.88
2020-08-17 23-04-49-447530 3509 27756654 166 28.62 27983 27.77
2020-08-17 23-05-01-717792 3510 27768935 79 20.03 27993 28.10
2020-08-17 23-05-07-263312 3511 27774486 88 20.96 28000 27.88
2020-08-17 23-05-22-327459 3512 27789562 76 19.69 28008 27.67
2020-08-17 23-05-24-263278 3513 27791500 412 92.93 28014 28.63
2020-08-17 23-05-28-482164 3514 27795721 334 61.44 28022 27.88
2020-08-17 23-05-50-706988 3515 27817965 353 67.64 28036 28.63
2020-08-17 23-05-54-479063 3516 27821740 167 28.76 28043 28.10
2020-08-17 23-06-21-605337 3517 27848890 211 35.96 28056 27.88
2020-08-17 23-06-40-594511 3518 27867895 231 39.55 28067 27.77
2020-08-17 23-06-56-486119 3519 27883800 167 28.76 28078 27.88
2020-08-17 23-07-01-595436 3520 27888914 227 38.83 28084 27.88
2020-08-17 23-07-07-204894 3521 27894529 335 61.77 28091 28.63
2020-08-17 23-07-13-902300 3522 27901232 225 38.48 28100 28.10
2020-08-17 23-07-30-696274 3523 27918039 312 55.68 28111 28.10
2020-08-17 23-07-31-774806 3524 27919119 176 30.09 28117 27.99
2020-08-17 23-07-38-999162 3525 27926349 263 45.37 28126 27.99
2020-08-17 23-08-00-504297 3526 27947873 353 67.64 28135 28.85
2020-08-17 23-08-03-765222 3527 27951136 184 31.36 28141 27.88
2020-08-17 23-08-07-443950 3528 27954818 263 45.37 28148 28.10
2020-08-17 23-08-08-587214 3529 27955962 415 95.00 28154 28.10
2020-08-17 23-08-14-838981 3530 27962219 216 36.85 28161 27.88
2020-08-17 23-08-24-745738 3531 27972134 384 80.08 28168 28.10
2020-08-17 23-08-25-487545 3532 27972877 206 35.07 28174 28.42
2020-08-17 23-08-28-774878 3533 27976167 220 37.58 28180 28.85
2020-08-17 23-08-30-568017 3534 27977962 252 43.42 28186 27.77
2020-08-17 23-08-41-025208 3535 27988428 179 30.55 28195 28.10
2020-08-17 23-08-48-701433 3536 27996110 112 22.94 28203 27.99
2020-08-17 23-08-59-096707 3537 28006515 199 33.86 28211 28.85
2020-08-17 23-09-00-108846 3538 28007528 240 41.21 28218 28.10
2020-08-17 23-09-03-300615 3539 28010723 222 37.96 28228 28.10
2020-08-17 23-09-19-320666 3540 28026756 224 38.29 28238 28.63
2020-08-17 23-09-19-625799 3541 28027061 207 35.26 28244 27.99
2020-08-17 23-09-22-191082 3542 28029629 240 41.21 28250 28.42
2020-08-17 23-09-35-479428 3543 28042929 287 50.23 28262 28.10
2020-08-17 23-09-39-475634 3544 28046928 174 29.79 28271 28.63
2020-08-17 23-09-42-781223 3545 28050237 49 15.48 28277 27.99
2020-08-17 23-09-46-984076 3546 28054444 70 18.93 28283 28.10
2020-08-17 23-09-55-277826 3547 28062743 334 61.44 28291 28.31
2020-08-17 23-10-01-434865 3548 28068905 268 46.26 28297 28.10
2020-08-17 23-10-03-116355 3549 28070588 178 30.40 28303 28.10
2020-08-17 23-10-09-807476 3550 28077285 135 24.92 28311 28.31
2020-08-17 23-10-10-628740 3551 28078107 179 30.55 28317 27.99
2020-08-17 23-10-11-392258 3552 28078872 193 32.84 28323 28.10
2020-08-17 23-10-12-355232 3553 28079836 415 95.00 28329 27.99
2020-08-17 23-10-13-334336 3554 28080816 312 55.68 28335 27.99
2020-08-17 23-10-21-416574 3555 28088905 152 26.78 28344 28.31
2020-08-17 23-10-22-381510 3556 28089870 207 35.26 28350 28.85
2020-08-17 23-10-23-102405 3557 28090591 496 144.49 28357 28.31
2020-08-17 23-10-30-931863 3558 28098428 177 30.25 28367 28.10
2020-08-17 23-10-48-079028 3559 28115590 368 72.93 28379 28.10
2020-08-17 23-10-50-235862 3560 28117748 280 48.67 28386 28.10
2020-08-17 23-10-50-927881 3561 28118440 184 31.36 28392 28.63
2020-08-17 23-10-58-792970 3562 28126313 263 45.37 28398 28.31
2020-08-17 23-11-01-889577 3563 28129412 312 55.68 28404 28.10
2020-08-17 23-11-13-127311 3564 28140659 334 61.44 28411 27.99
2020-08-17 23-11-18-120254 3565 28145656 220 37.58 28419 28.10
2020-08-17 23-11-19-195451 3566 28146732 224 38.29 28425 27.99
2020-08-17 23-11-32-640506 3567 28160189 156 27.28 28435 27.99
2020-08-17 23-12-12-685876 3568 28200268 217 37.04 28450 28.85
2020-08-17 23-12-40-185413 3569 28227791 199 33.86 28464 27.99
2020-08-17 23-13-00-194646 3570 28247817 304 53.73 28474 28.85
2020-08-17 23-13-21-289640 3571 28268931 222 37.96 28485 28.85
2020-08-17 23-13-28-568396 3572 28276215 284 49.41 28491 27.99
2020-08-17 23-13-40-967030 3573 28288625 158 27.53 28500 28.31
2020-08-17 23-13-49-650439 3574 28297316 56 16.76 28510 28.31
2020-08-17 23-14-21-571221 3575 28329263 243 41.74 28525 28.31
2020-08-17 23-14-28-233631 3576 28335931 307 54.48 28533 28.10
2020-08-17 23-14-28-433106 3577 28336130 243 41.74 28539 28.31
2020-08-17 23-14-30-413652 3578 28338112 304 53.73 28545 27.99
2020-08-17 23-14-36-906719 3579 28344611 241 41.39 28553 28.85
2020-08-17 23-14-38-747081 3580 28346452 262 45.24 28559 28.85
2020-08-17 23-14-46-993558 3581 28354707 195 33.17 28565 28.85
2020-08-17 23-14-52-293122 3582 28360010 195 33.17 28574 28.31
2020-08-17 23-15-01-106271 3583 28368832 124 23.92 28583 28.85
2020-08-17 23-15-15-040135 3584 28382776 494 141.37 28597 28.85
2020-08-17 23-15-41-700433 3585 28409459 224 38.29 28611 28.31
2020-08-17 23-15-49-974815 3586 28417741 103 22.23 28618 28.31
2020-08-17 23-15-52-462590 3587 28420232 199 33.86 28625 28.85
2020-08-17 23-16-09-414318 3588 28437196 211 35.96 28638 28.85
2020-08-17 23-16-09-532977 3589 28437316 307 54.48 28644 28.31
2020-08-17 23-16-10-577004 3590 28438361 184 31.36 28651 28.10
2020-08-17 23-16-21-858959 3591 28449652 396 85.28 28658 28.10
2020-08-17 23-16-26-482189 3592 28454280 271 46.93 28666 28.10
2020-08-17 23-16-29-094873 3593 28456894 255 43.96 28672 28.31
2020-08-17 23-16-34-963301 3594 28462769 97 21.75 28679 28.10
2020-08-17 23-16-43-173400 3595 28470984 112 22.94 28687 28.31
2020-08-17 23-16-50-531292 3596 28478349 248 42.69 28693 28.85
2020-08-17 23-16-52-172494 3597 28479991 207 35.26 28699 27.99
2020-08-17 23-16-57-141712 3598 28484965 248 42.69 28705 28.10
2020-08-17 23-17-05-556019 3599 28493386 103 22.23 28714 28.10
2020-08-17 23-17-17-149160 3600 28504989 176 30.09 28723 28.31
2020-08-17 23-17-18-102206 3601 28505943 248 42.69 28729 28.10
2020-08-17 23-17-22-353736 3602 28510198 304 53.73 28738 28.31
2020-08-17 23-17-23-652316 3603 28511498 268 46.26 28745 28.31
2020-08-17 23-17-42-699153 3604 28530560 432 101.61 28757 27.99
2020-08-17 23-17-49-117297 3605 28536985 220 37.58 28767 28.10
2020-08-17 23-17-51-788471 3606 28539658 179 30.55 28773 28.85
2020-08-17 23-18-00-251878 3607 28548128 243 41.74 28782 28.63
2020-08-17 23-18-01-005831 3608 28548883 166 28.62 28788 28.31
2020-08-17 23-18-05-593636 3609 28553475 156 27.28 28795 28.10
2020-08-17 23-18-07-119995 3610 28555002 339 62.98 28802 28.10
2020-08-17 23-18-15-867881 3611 28563759 412 92.93 28810 28.31
2020-08-17 23-18-37-767348 3612 28585675 142 25.64 28827 28.31
2020-08-17 23-18-45-853272 3613 28593769 209 35.61 28834 28.20
2020-08-17 23-18-50-389850 3614 28598308 102 22.15 28841 28.85
2020-08-17 23-18-50-967012 3615 28598886 263 45.37 28847 28.31
2020-08-17 23-19-00-718232 3616 28608647 152 26.78 28854 27.99
2020-08-17 23-19-02-013121 3617 28609940 480 130.21 28860 28.85
2020-08-17 23-19-07-369026 3618 28615302 255 43.96 28868 28.31
2020-08-17 23-19-34-454720 3619 28642411 369 73.42 28888 28.10
2020-08-17 23-19-43-729551 3620 28651694 188 32.01 28897 28.20
2020-08-17 23-19-43-829284 3621 28651794 254 43.77 28903 28.10
2020-08-17 23-19-48-429853 3622 28656398 199 33.86 28910 28.85
2020-08-17 23-19-50-298938 3623 28658269 275 47.73 28916 28.31
2020-08-17 23-20-00-145684 3624 28668124 216 36.85 28925 28.31
2020-08-17 23-20-19-568402 3625 28687563 158 27.53 28937 28.85
2020-08-17 23-20-27-474368 3626 28695476 419 97.20 28945 28.63
2020-08-17 23-20-28-474064 3627 28696476 172 29.49 28951 28.31
2020-08-17 23-20-35-605911 3628 28703614 300 52.79 28959 27.99
2020-08-17 23-20-42-770495 3629 28710785 255 43.96 28968 28.10
2020-08-17 23-20-54-544563 3630 28722569 166 28.62 28980 28.85
2020-08-17 23-21-05-142090 3631 28733175 142 25.64 28990 28.10
2020-08-17 23-21-41-842971 3632 28769907 159 27.66 29002 28.85
2020-08-17 23-22-27-190621 3633 28815293 172 29.49 29025 28.85
2020-08-17 23-22-32-115763 3634 28820222 184 31.36 29031 28.63
2020-08-17 23-22-37-401627 3635 28825512 145 25.96 29038 28.20
2020-08-17 23-22-49-781544 3636 28837903 224 38.29 29048 28.31
2020-08-17 23-23-04-322205 3637 28852457 216 36.85 29055 28.31
2020-08-17 23-23-15-793121 3638 28863937 408 90.57 29062 28.31
2020-08-17 23-23-17-582135 3639 28865728 270 46.71 29072 28.31
2020-08-17 23-23-18-511167 3640 28866657 248 42.69 29078 28.20
2020-08-17 23-23-20-012619 3641 28868160 195 33.17 29084 28.10
2020-08-17 23-23-31-237681 3642 28879394 241 41.39 29091 28.85
2020-08-17 23-23-36-174045 3643 28884335 152 26.78 29098 28.31
2020-08-17 23-23-38-669238 3644 28886832 184 31.36 29104 28.63
2020-08-17 23-23-40-739960 3645 28888904 167 28.76 29110 28.31
2020-08-17 23-23-45-841354 3646 28894009 448 112.41 29118 28.31
2020-08-17 23-23-49-112278 3647 28897284 227 38.83 29124 28.31
2020-08-17 23-24-18-443800 3648 28926641 163 28.20 29136 28.20
2020-08-17 23-24-26-983917 3649 28935187 231 39.55 29144 28.10
2020-08-17 23-24-29-010389 3650 28937217 182 31.03 29150 28.31
2020-08-17 23-24-35-658808 3651 28943869 295 51.75 29157 28.31
2020-08-17 23-24-37-765370 3652 28945980 83 20.46 29165 28.85
2020-08-17 23-24-41-085621 3653 28949300 401 87.91 29172 28.85
2020-08-17 23-24-50-629589 3654 28958855 88 20.96 29182 28.31
2020-08-17 23-25-01-763055 3655 28969996 318 57.28 29190 28.85
2020-08-17 23-25-13-975166 3656 28982217 524 150.73 29201 28.31
2020-08-17 23-25-14-095847 3657 28982339 159 27.66 29207 28.10
2020-08-17 23-25-28-252658 3658 28996508 289 50.47 29218 28.10
2020-08-17 23-25-53-098616 3659 29021375 355 68.30 29232 28.85
2020-08-17 23-25-53-400806 3660 29021678 127 24.18 29238 28.20
2020-08-17 23-25-54-769003 3661 29023046 300 52.79 29244 28.31
2020-08-17 23-26-01-115740 3662 29029398 222 37.96 29252 27.99
2020-08-17 23-26-03-118207 3663 29031402 271 46.93 29258 28.10
2020-08-17 23-26-07-741074 3664 29036030 334 61.44 29267 27.99
2020-08-17 23-26-08-381831 3665 29036672 241 41.39 29273 28.31
2020-08-17 23-26-15-924229 3666 29044220 176 30.09 29282 27.99
2020-08-17 23-26-22-193550 3667 29050493 268 46.26 29291 28.10
2020-08-17 23-26-31-797354 3668 29060107 236 40.44 29298 28.10
2020-08-17 23-26-33-378043 3669 29061689 152 26.78 29305 28.10
2020-08-17 23-26-42-876379 3670 29071195 243 41.74 29315 28.31
2020-08-17 23-27-06-039689 3671 29094378 115 23.18 29325 28.31
